Gene name	Gene stable ID
LINC00492	ENSG00000250958
AL353997.3	ENSG00000267441
CECR3	ENSG00000241832
EVPLL	ENSG00000214860
AC092818.1	ENSG00000254038
LINC01686	ENSG00000261504
CECR9	ENSG00000231004
SMARCE1P4	ENSG00000253650
PRRT1	ENSG00000206331
AC142525.2	ENSG00000278096
RPS10P14	ENSG00000213744
AC091182.1	ENSG00000253123
OTUD1	ENSG00000165312
ELMO1-AS1	ENSG00000224101
AL683807.2	ENSG00000234622
AL122127.2	ENSG00000282819
DCUN1D2-AS	ENSG00000233613
MRPS2	ENSG00000122140
ZNF146	ENSG00000167635
ILDR2	ENSG00000143195
RNF141	ENSG00000110315
AL450998.1	ENSG00000178715
IGHD	ENSG00000278801
AL353997.2	ENSG00000264177
AC092028.1	ENSG00000272595
PITPNB	ENSG00000180957
LZTR1	ENSG00000099949
ZNF565	ENSG00000196357
ZDHHC11	ENSG00000188818
RPL26P29	ENSG00000234806
AL138799.4	ENSG00000234953
ORC1	ENSG00000085840
ST13P20	ENSG00000215875
AL513128.1	ENSG00000233451
DNA2	ENSG00000138346
AC117944.1	ENSG00000236676
AL138799.2	ENSG00000227960
ZBED1	ENSG00000214717
SPAG6	ENSG00000077327
CICP4	ENSG00000232852
SPEN	ENSG00000065526
MED28P8	ENSG00000242598
PPP4R1	ENSG00000154845
SOSTDC1	ENSG00000171243
LINC00266-1	ENSG00000149656
AL138799.1	ENSG00000227288
KDELC1	ENSG00000134901
AGPAT1	ENSG00000206324
WDPCP	ENSG00000143951
AC209539.2	ENSG00000267635
DIS3	ENSG00000083520
DHRSX	ENSG00000169084
LRRC72	ENSG00000205858
CAPN7	ENSG00000131375
AL592431.1	ENSG00000235215
PHBP3	ENSG00000228121
HSD52	ENSG00000224609
CDK5RAP1	ENSG00000101391
KRTAP9-9	ENSG00000267728
KRTAP9-4	ENSG00000262512
AC209539.1	ENSG00000267208
DERL3	ENSG00000274437
SP1	ENSG00000185591
MAGEH1	ENSG00000187601
AL592431.2	ENSG00000241042
AC005014.3	ENSG00000272537
LINC01358	ENSG00000237352
LINC01984	ENSG00000265556
AL034555.1	ENSG00000270620
TRIP13	ENSG00000071539
NOS2P3	ENSG00000230528
USP51	ENSG00000247746
FLJ37453	ENSG00000179743
BIVM	ENSG00000134897
AL591438.1	ENSG00000233555
INPP5K	ENSG00000132376
AC013726.1	ENSG00000259793
AP000350.6	ENSG00000273295
KRTAP9-3	ENSG00000262749
AP000350.2	ENSG00000225282
RAB11A	ENSG00000103769
KRTAP9-2	ENSG00000263090
AP000350.1	ENSG00000206090
AP000350.3	ENSG00000231271
TMEM44	ENSG00000145014
DHRSX-IT1	ENSG00000223571
BICC1	ENSG00000122870
NBPF19	ENSG00000271383
AC015524.1	ENSG00000242945
GLS	ENSG00000115419
HAUS5	ENSG00000249115
AL163973.1	ENSG00000239323
AC011498.2	ENSG00000267011
POGLUT1	ENSG00000163389
YAF2	ENSG00000015153
SMARCB1	ENSG00000275837
GPR33	ENSG00000214943
LINC01786	ENSG00000230415
PLD4	ENSG00000166428
ITPK1-AS1	ENSG00000280802
KRT8P18	ENSG00000228767
BRD9	ENSG00000028310
SLC24A1	ENSG00000074621
AC090666.1	ENSG00000264296
FAM133CP	ENSG00000183055
ITPKC	ENSG00000086544
PNMT	ENSG00000141744
AL591438.2	ENSG00000234042
AL772155.3	ENSG00000268951
AL772155.1	ENSG00000224267
BTF3L4P1	ENSG00000232260
TPRX1P1	ENSG00000259021
AL772155.2	ENSG00000225360
HTRA3	ENSG00000170801
PRPF38AP1	ENSG00000225053
AL133481.3	ENSG00000241317
MYO5BP3	ENSG00000228656
PLPPR3	ENSG00000129951
AL133481.2	ENSG00000235705
LINC00708	ENSG00000232170
CDK2AP2P3	ENSG00000226020
HSPE1-MOB4	ENSG00000270757
PTGER4P3	ENSG00000239684
TTC28	ENSG00000100154
SNRPA	ENSG00000077312
EIF5AL1	ENSG00000253626
AL590410.1	ENSG00000277516
CR786580.1	ENSG00000225411
TNS3	ENSG00000136205
DUX4L50	ENSG00000232815
AL391845.1	ENSG00000226969
KRTAP29-1	ENSG00000262542
LINC00844	ENSG00000237949
AL627224.1	ENSG00000235136
HSPE1	ENSG00000115541
B3GLCT	ENSG00000187676
FRG1JP	ENSG00000215548
AHNAK2	ENSG00000185567
KRTAP9-10P	ENSG00000263115
MAD2L2	ENSG00000116670
USP8P1	ENSG00000236374
KRTAP9-7	ENSG00000262221
RPLP1P10	ENSG00000226888
AC034195.1	ENSG00000223727
AC008588.1	ENSG00000248634
PPIAP9	ENSG00000219797
CXCL1	ENSG00000163739
RPL3P2	ENSG00000229430
SLC27A6	ENSG00000113396
MOG	ENSG00000232641
AP001381.1	ENSG00000266541
TRAF6P1	ENSG00000226557
IGHM	ENSG00000282657
ANKRD26P4	ENSG00000229427
AC008840.1	ENSG00000250240
WASF5P	ENSG00000229103
HIST1H2AK	ENSG00000275221
AC068397.1	ENSG00000259528
FOXR2	ENSG00000189299
AL390835.1	ENSG00000226861
RCVRN	ENSG00000109047
HIST1H4K	ENSG00000273542
FKBP1AP2	ENSG00000259691
AP001476.1	ENSG00000224413
C2orf48	ENSG00000163009
GLRX	ENSG00000173221
HIST1H1B	ENSG00000184357
HNRNPA1P55	ENSG00000249920
NPM1P43	ENSG00000259440
HSPD1	ENSG00000144381
HIST1H2BPS2	ENSG00000217646
ANGPTL2	ENSG00000136859
CYP51A1P2	ENSG00000233588
AL163540.1	ENSG00000204790
CXCL1P1	ENSG00000250339
AC004803.1	ENSG00000250132
HIST1H2AJ	ENSG00000276368
TRIM40	ENSG00000224496
CR759814.1	ENSG00000231710
HIST1H2AM	ENSG00000278677
AL359741.1	ENSG00000277227
AC090515.3	ENSG00000259173
AP001476.3	ENSG00000228235
KRTAP9-9	ENSG00000262594
TTC28-AS1	ENSG00000235954
POM121L13P	ENSG00000236339
PBX2	ENSG00000225987
AC004672.1	ENSG00000249028
PF4	ENSG00000163737
KRTAP9-11P	ENSG00000262946
AC090515.2	ENSG00000245975
AC004672.2	ENSG00000267285
KRTAP9-6	ENSG00000263263
HIST1H4J	ENSG00000197238
AL663061.1	ENSG00000225499
HTR1DP1	ENSG00000275811
NEO1	ENSG00000067141
AP001476.2	ENSG00000226115
AL159987.2	ENSG00000229594
AC090877.2	ENSG00000259721
HIST1H4L	ENSG00000275126
COQ8B	ENSG00000123815
HIST1H3I	ENSG00000275379
AL159987.1	ENSG00000169164
IGHJ6	ENSG00000282797
GREM1	ENSG00000166923
RAD52	ENSG00000002016
MZT1	ENSG00000204899
PPBP	ENSG00000163736
HIST1H2BN	ENSG00000233822
AC128688.1	ENSG00000244144
ABCC13	ENSG00000243064
RCAN1	ENSG00000159200
SLC9C1	ENSG00000172139
RHOBTB3	ENSG00000164292
AC012617.1	ENSG00000267053
PIBF1	ENSG00000083535
HIST1H3J	ENSG00000197153
CXCL5	ENSG00000163735
FXYD3	ENSG00000089356
HIST1H2BM	ENSG00000273703
AC025946.1	ENSG00000226990
TMCO3	ENSG00000150403
ZNF890P	ENSG00000159904
COX6B1	ENSG00000126267
AC025946.2	ENSG00000271251
HIST1H2AL	ENSG00000276903
AC005102.1	ENSG00000219039
DOPEY1	ENSG00000083097
FOXD3	ENSG00000187140
FBN2	ENSG00000138829
DAP3P2	ENSG00000228507
HCRT	ENSG00000161610
AC007969.2	ENSG00000234061
FOXD3-AS1	ENSG00000230798
AL450263.1	ENSG00000228487
AC046143.2	ENSG00000272707
HNRNPA1P44	ENSG00000249271
LSG1	ENSG00000041802
AC011939.2	ENSG00000261544
AC011939.3	ENSG00000275638
HNRNPA1P66	ENSG00000229221
AC096664.2	ENSG00000234488
KRTAP9-4	ENSG00000262896
RPS4XP5	ENSG00000229920
AC067945.2	ENSG00000230686
DENND4A	ENSG00000174485
AC016734.2	ENSG00000279485
FER1L4	ENSG00000088340
AC074367.1	ENSG00000233716
B3GALT4	ENSG00000206285
C1orf137	ENSG00000203864
TMEM127	ENSG00000135956
KRTAP9-2	ENSG00000262573
HLA-F-AS1	ENSG00000226378
GPR173	ENSG00000184194
KRTAP9-12P	ENSG00000262214
HSPD1P11	ENSG00000251348
AC018878.1	ENSG00000233339
AC073352.1	ENSG00000272662
MICE	ENSG00000250154
AL159990.1	ENSG00000223966
UXS1	ENSG00000115652
OSCAR	ENSG00000275736
BX322635.1	ENSG00000270497
LINC00665	ENSG00000232677
ROCK2	ENSG00000134318
AL442125.2	ENSG00000276916
HLA-F	ENSG00000237508
AL442125.1	ENSG00000276248
PSMA6P3	ENSG00000233767
ELMO2P1	ENSG00000276172
AC034231.1	ENSG00000249572
AC046143.1	ENSG00000229334
TRPM3	ENSG00000083067
UPK1A-AS1	ENSG00000226510
TMEM44-AS1	ENSG00000231770
AC215524.1	ENSG00000282994
SPCS2P3	ENSG00000247872
RPL23AP84	ENSG00000261914
UPK1A	ENSG00000105668
BX248123.2	ENSG00000271985
LRRC56	ENSG00000273831
AC129492.5	ENSG00000271002
RPS12P18	ENSG00000232965
TOMM34	ENSG00000025772
AL049636.1	ENSG00000236674
INAFM1	ENSG00000257704
AL353583.1	ENSG00000279029
TMEM245	ENSG00000106771
C5AR1	ENSG00000197405
LINC01559	ENSG00000180861
BRPF1	ENSG00000156983
SNHG11	ENSG00000174365
ABCB7	ENSG00000131269
RRAGB	ENSG00000083750
KIAA1217	ENSG00000120549
AC007527.2	ENSG00000277935
C5AR2	ENSG00000134830
AC007527.1	ENSG00000256306
MCCC1	ENSG00000078070
CLIP4	ENSG00000115295
GRIN2B	ENSG00000273079
RASSF7	ENSG00000273859
ACE2	ENSG00000130234
PABPC1L	ENSG00000101104
MLH3	ENSG00000119684
METTL3	ENSG00000165819
MARCKSL1	ENSG00000175130
HOOK1	ENSG00000134709
FRRS1L	ENSG00000260230
AL109945.1	ENSG00000233775
AURKB	ENSG00000178999
COX14	ENSG00000178449
CECR2	ENSG00000099954
HRAS	ENSG00000276536
AC091182.2	ENSG00000253746
TSSK3	ENSG00000162526
AC024475.2	ENSG00000254871
AC024475.4	ENSG00000255314
HSPE1P11	ENSG00000187762
AC074032.1	ENSG00000272368
PSMB5	ENSG00000100804
ANKS1A	ENSG00000064999
C19orf54	ENSG00000188493
FAM229A	ENSG00000225828
AC124067.1	ENSG00000253388
CERS5	ENSG00000139624
AC124067.2	ENSG00000253414
RWDD2A	ENSG00000013392
LINC01605	ENSG00000253161
ENPP6	ENSG00000164303
AC079921.2	ENSG00000249685
AC024475.3	ENSG00000255269
PGM3	ENSG00000013375
ST8SIA2	ENSG00000140557
CD80	ENSG00000121594
C1orf43	ENSG00000143612
TOX4	ENSG00000092203
MOGS	ENSG00000115275
WDR44	ENSG00000131725
AL132780.4	ENSG00000279656
RPL37P1	ENSG00000227401
GAPDHP64	ENSG00000231072
RPS7P4	ENSG00000229133
MTCYBP43	ENSG00000250624
AC018563.1	ENSG00000259280
RGS8	ENSG00000135824
BX927182.1	ENSG00000228900
RPSAP60	ENSG00000228965
BX927250.1	ENSG00000229573
AC018463.1	ENSG00000230154
RPL23AP1	ENSG00000242039
PCDH7	ENSG00000169851
AC007536.1	ENSG00000255356
TIMMDC1	ENSG00000113845
AC097534.2	ENSG00000272870
KRT8P37	ENSG00000213771
LMNTD2	ENSG00000275873
NANOGP1	ENSG00000176654
LINC01556	ENSG00000206526
PWWP2B	ENSG00000171813
HPCAL1	ENSG00000115756
AL138721.1	ENSG00000273870
SAP30	ENSG00000164105
RPS29P33	ENSG00000226470
CHCHD3P1	ENSG00000236420
AL162725.1	ENSG00000237083
AC006517.1	ENSG00000241828
AL355333.1	ENSG00000270234
AL162725.2	ENSG00000237153
DNAJA1P6	ENSG00000228045
AC044784.2	ENSG00000234752
FO681548.1	ENSG00000229492
CXCL3	ENSG00000163734
COX6B1P7	ENSG00000225242
CLCP1	ENSG00000232305
MBD2	ENSG00000134046
AC004771.3	ENSG00000262227
AL161616.2	ENSG00000278305
AC097716.1	ENSG00000249678
AC004771.4	ENSG00000262429
ELOCP18	ENSG00000237622
AC044784.1	ENSG00000223808
AL137028.1	ENSG00000274727
INCA1	ENSG00000196388
ACAA1	ENSG00000060971
AL161616.1	ENSG00000277319
RPS20P2	ENSG00000219274
HLA-N	ENSG00000234799
SLC2A14	ENSG00000173262
LINC00709	ENSG00000230014
AC096666.1	ENSG00000235435
TAF7L	ENSG00000102387
AC131056.6	ENSG00000282747
HSP90AB7P	ENSG00000235838
BX294158.1	ENSG00000235877
MAGEA5	ENSG00000242520
AC131056.7	ENSG00000282768
AP005139.1	ENSG00000263682
PRUNE1	ENSG00000143363
LYZL6	ENSG00000275722
UBE2F	ENSG00000184182
AL451069.2	ENSG00000231705
AC131056.4	ENSG00000282403
MAGEA10	ENSG00000124260
RAB9AP4	ENSG00000235479
AC107394.1	ENSG00000251182
AC137894.2	ENSG00000282464
AL139413.1	ENSG00000229440
ENO1P2	ENSG00000258739
AC138374.1	ENSG00000282005
AL157401.1	ENSG00000228636
RPL6P5	ENSG00000214064
EPB41L4B	ENSG00000095203
UBQLN1P1	ENSG00000230441
AL451069.3	ENSG00000234311
IGHJ3P	ENSG00000282541
AC092484.1	ENSG00000225107
MRPL57P3	ENSG00000275940
IGHJ5	ENSG00000282615
SFTPA2	ENSG00000185303
AL451164.2	ENSG00000236968
RAB2B	ENSG00000129472
SETD2	ENSG00000181555
C10orf91	ENSG00000180066
AC018685.2	ENSG00000234929
IGHJ4	ENSG00000282065
BTG3	ENSG00000154640
AC116021.1	ENSG00000254639
AC116021.2	ENSG00000255007
AL353997.5	ENSG00000275206
TOMM40L	ENSG00000158882
AF274856.1	ENSG00000266560
AC018685.1	ENSG00000227364
TBC1D3I	ENSG00000275861
AC079163.1	ENSG00000226218
AC124067.3	ENSG00000254111
AL451164.1	ENSG00000226762
AC004771.5	ENSG00000262678
TBC1D3P4	ENSG00000204471
MMP28	ENSG00000278843
ANKRD35	ENSG00000198483
MICC	ENSG00000231785
CBX3P2	ENSG00000266405
ACSM2A	ENSG00000183747
NEFHP1	ENSG00000223489
IGHJ3	ENSG00000282471
CAMTA2	ENSG00000108509
AC079248.1	ENSG00000234119
LINC02076	ENSG00000220161
AC011995.2	ENSG00000237720
AC022081.1	ENSG00000256513
AL139280.1	ENSG00000227338
CASKP1	ENSG00000234059
AL451069.1	ENSG00000226900
AC024255.1	ENSG00000278687
IGHJ2P	ENSG00000282778
AC011995.1	ENSG00000228391
AL163973.2	ENSG00000257155
TMUB2	ENSG00000168591
CHRNA3	ENSG00000080644
NUBPL	ENSG00000151413
AC092862.1	ENSG00000255627
RPE65	ENSG00000116745
CIAO1	ENSG00000144021
TRIM10	ENSG00000237703
AC068733.2	ENSG00000270435
DSC1	ENSG00000134765
AP000432.3	ENSG00000280594
MTUS2-AS1	ENSG00000179141
MBL3P	ENSG00000219430
AP005229.1	ENSG00000267051
AL596092.1	ENSG00000270680
CAVIN3	ENSG00000170955
GAPDHP69	ENSG00000223460
SFTPA3P	ENSG00000225827
MTUS2	ENSG00000132938
AC007969.1	ENSG00000233762
GFM1	ENSG00000168827
AC005622.1	ENSG00000283525
AC243547.1	ENSG00000244619
WIPI2	ENSG00000157954
ITGA10	ENSG00000143127
MTND2P11	ENSG00000237124
AC120114.2	ENSG00000260114
RXFP2	ENSG00000133105
HSPBAP1	ENSG00000169087
AC120114.1	ENSG00000247735
AC120114.4	ENSG00000279789
RHOV	ENSG00000104140
ASPHD1	ENSG00000174939
CTSZ	ENSG00000101160
FBXO39	ENSG00000177294
ATP6V1G2	ENSG00000213760
AC025166.1	ENSG00000274798
AL163973.3	ENSG00000258196
NR1I3	ENSG00000143257
HMGB1P5	ENSG00000132967
GS1-594A7.3	ENSG00000225833
AC092421.1	ENSG00000234723
AC104071.1	ENSG00000251434
MRPL41	ENSG00000182154
AC114477.1	ENSG00000271235
PAXBP1-AS1	ENSG00000238197
AC020734.1	ENSG00000249882
MTUS2-AS2	ENSG00000236758
TEKT1	ENSG00000167858
AL357833.1	ENSG00000233321
UCK1	ENSG00000130717
AC112251.1	ENSG00000251129
CROT	ENSG00000005469
DSCAS	ENSG00000265888
IGHJ2	ENSG00000282342
AC027228.2	ENSG00000261762
LINC01165	ENSG00000229081
LINC02353	ENSG00000251329
AC067863.3	ENSG00000279421
AC079248.2	ENSG00000279876
LINC01250	ENSG00000234423
VPS18	ENSG00000104142
LENG1	ENSG00000277808
AC017013.1	ENSG00000250076
DSC2	ENSG00000134755
CHRNA5	ENSG00000169684
MCCD1	ENSG00000204511
AC003669.1	ENSG00000237539
PAXBP1	ENSG00000159086
TMPOP1	ENSG00000230422
TMEM27	ENSG00000147003
AL357833.2	ENSG00000236892
AC093878.1	ENSG00000249452
GOLGA6L1	ENSG00000273976
AC062031.1	ENSG00000233842
COL27A1	ENSG00000196739
AC097535.2	ENSG00000249766
NFKBIL1	ENSG00000204498
IGHJ1	ENSG00000282409
AC097535.1	ENSG00000248417
SUCLA2P1	ENSG00000237865
AC019118.2	ENSG00000236760
AC240565.3	ENSG00000282235
RPL17P12	ENSG00000230559
CNOT3	ENSG00000277114
TRIM26	ENSG00000226060
IGHD7-27	ENSG00000282455
RANP1	ENSG00000137321
AL450322.2	ENSG00000229672
AC022483.2	ENSG00000241250
SFPQP1	ENSG00000224035
AC093084.1	ENSG00000227134
RANP7	ENSG00000226183
TAB3P1	ENSG00000235462
SALL4P5	ENSG00000231915
AC016687.3	ENSG00000250954
AC022483.1	ENSG00000227040
PABPC1P2	ENSG00000198526
RPL24P7	ENSG00000215016
AC016687.2	ENSG00000250723
DPPA2P1	ENSG00000223915
IRGC	ENSG00000124449
AC103881.1	ENSG00000271583
TSPYL2	ENSG00000184205
AC116165.1	ENSG00000277505
UBE2E2-AS1	ENSG00000233153
KCTD13	ENSG00000174943
MRVI1	ENSG00000072952
LINC01911	ENSG00000231040
AC016687.1	ENSG00000239983
KRT18P1	ENSG00000235541
AC020661.1	ENSG00000251161
AC240565.4	ENSG00000282518
HCG15	ENSG00000225368
NOTCH4	ENSG00000238196
AL929561.6	ENSG00000243286
GOLGA8EP	ENSG00000175676
SCGB1C2	ENSG00000277730
PPBPP2	ENSG00000248848
MRPL57	ENSG00000173141
DIRC2	ENSG00000138463
AC093677.1	ENSG00000251017
SKA3	ENSG00000165480
GUCA1B	ENSG00000112599
ZNF311	ENSG00000169260
GPSM3	ENSG00000237052
GSTT2B	ENSG00000133433
LXN	ENSG00000079257
AC009060.2	ENSG00000261145
MCCC1-AS1	ENSG00000243368
PSORS1C3	ENSG00000230983
MRPS10	ENSG00000048544
CIZ1	ENSG00000148337
MTND5P42	ENSG00000283578
DDX39B-AS1	ENSG00000234006
LGALS9B	ENSG00000170298
CXCL2	ENSG00000081041
HLA-E	ENSG00000230254
HCG27	ENSG00000223577
AL358781.2	ENSG00000230289
CR759815.1	ENSG00000226408
ODC1	ENSG00000115758
TYMSP2	ENSG00000267190
DDX39B	ENSG00000198563
AC087318.1	ENSG00000256714
AC007671.1	ENSG00000274624
AC007671.2	ENSG00000283582
IZUMO4	ENSG00000099840
AL157955.1	ENSG00000258407
GSTO3P	ENSG00000232829
SMG1P7	ENSG00000261556
AL138775.1	ENSG00000224788
GPR65	ENSG00000140030
CD2	ENSG00000116824
CMAS	ENSG00000111726
POMT1	ENSG00000130714
IL23A	ENSG00000110944
AL035422.2	ENSG00000270813
ZBTB32	ENSG00000011590
TRAPPC2P7	ENSG00000249606
RPL21P132	ENSG00000183911
AP005229.2	ENSG00000273119
LINC00865	ENSG00000232229
AC125238.2	ENSG00000233459
IGHJ1P	ENSG00000282672
AC125238.1	ENSG00000233031
TMEM39B	ENSG00000121775
AC019118.1	ENSG00000226649
AC005014.1	ENSG00000224280
LINC01928	ENSG00000267425
RAPGEF2	ENSG00000109756
MARK2P16	ENSG00000270670
AP001109.1	ENSG00000267564
IGHD1-26	ENSG00000282323
LINC01255	ENSG00000267252
TMSB4XP4	ENSG00000223551
AC005014.2	ENSG00000272361
AL450322.1	ENSG00000228353
SLC27A4	ENSG00000167114
AC079080.1	ENSG00000240159
IGHD6-25	ENSG00000282724
MRPL53	ENSG00000204822
MYL12BP2	ENSG00000227765
LINC01146	ENSG00000258867
LINC02363	ENSG00000180712
ST8SIA1	ENSG00000111728
CD28	ENSG00000178562
ELOCP3	ENSG00000229919
AC253536.2	ENSG00000228039
CUX2P1	ENSG00000272436
MGLL	ENSG00000074416
AC062032.1	ENSG00000227902
AC012150.1	ENSG00000257258
SPINK2	ENSG00000128040
CR388382.1	ENSG00000225109
LINC02362	ENSG00000249096
AC009480.2	ENSG00000229143
TTC31	ENSG00000115282
GBP3	ENSG00000117226
AL157955.2	ENSG00000258826
AC012417.1	ENSG00000263698
CCDC80	ENSG00000091986
KRT17P5	ENSG00000205266
AL138924.1	ENSG00000280560
LINC01375	ENSG00000226159
PSMB11	ENSG00000222028
SNRPD2P1	ENSG00000228938
SREK1	ENSG00000153914
AL353997.6	ENSG00000279999
SFTPA1	ENSG00000122852
DDX60L	ENSG00000181381
YWHAEP2	ENSG00000266162
PRYP6	ENSG00000248573
GPM6BP2	ENSG00000236429
ELOCP14	ENSG00000228193
OFD1P6Y	ENSG00000242153
DDT	ENSG00000099977
AC124067.4	ENSG00000254290
RAPH1	ENSG00000173166
CD8A	ENSG00000153563
HSFY2	ENSG00000169953
LINC01521	ENSG00000213888
CDH24	ENSG00000139880
ARL2BP	ENSG00000102931
AL929561.5	ENSG00000237043
AC137579.2	ENSG00000254306
TIGD5	ENSG00000278016
NKX6-2	ENSG00000148826
DLEC1	ENSG00000008226
MINDY2	ENSG00000128923
OR2W1	ENSG00000206525
USP9YP10	ENSG00000238135
MIR548AX	ENSG00000263652
MIR6833	ENSG00000277264
MIR6827	ENSG00000277723
MIR3680-1	ENSG00000265462
MIR3913-1	ENSG00000264405
RNU4ATAC3P	ENSG00000252508
RNU6-460P	ENSG00000212460
RN7SL156P	ENSG00000242509
Y_RNA	ENSG00000239823
MIR409	ENSG00000199107
MIR4508	ENSG00000265673
RN7SL674P	ENSG00000239899
MIR8071-2	ENSG00000277030
RN7SL635P	ENSG00000243029
U2	ENSG00000274755
MIR564	ENSG00000284498
RNA5SP443	ENSG00000199953
RN7SKP183	ENSG00000252978
AC012314.6	ENSG00000275724
RNU4-12P	ENSG00000202103
Metazoa_SRP	ENSG00000276120
SNORD28	ENSG00000274544
RN7SL448P	ENSG00000264322
MIR3653	ENSG00000280968
MIR122	ENSG00000284440
MIR3689A	ENSG00000265872
MIR151A	ENSG00000254324
MIR4513	ENSG00000264386
MIR6729	ENSG00000276869
Y_RNA	ENSG00000202407
Metazoa_SRP	ENSG00000276359
SNORA51	ENSG00000207171
RN7SKP176	ENSG00000260682
RNU6-597P	ENSG00000202490
uc_338	ENSG00000274845
U6	ENSG00000273938
RNU6-1101P	ENSG00000252053
Y_RNA	ENSG00000222430
Y_RNA	ENSG00000201800
MIR663B	ENSG00000221288
RNA5SP369	ENSG00000223046
PVT1_1	ENSG00000276443
RNA5SP441	ENSG00000252618
RN7SL201P	ENSG00000242118
RNA5SP455	ENSG00000202060
MIR567	ENSG00000207940
U6	ENSG00000278188
RN7SL645P	ENSG00000240863
TUG1_4	ENSG00000275307
RN7SKP291	ENSG00000199831
MIR1226	ENSG00000221585
RN7SL301P	ENSG00000276014
U8	ENSG00000238519
RNA5SP27	ENSG00000200709
SNORA76	ENSG00000252122
MIR4431	ENSG00000264975
Y_RNA	ENSG00000276222
RNU7-43P	ENSG00000252363
RN7SL507P	ENSG00000239702
RN7SL475P	ENSG00000265535
RNU6-959P	ENSG00000207402
RNU1-98P	ENSG00000239023
RN7SL141P	ENSG00000243398
RNU6-714P	ENSG00000252772
MIR451A	ENSG00000284565
MIR4489	ENSG00000265874
SNORD26	ENSG00000276788
7SK	ENSG00000265633
5S_rRNA	ENSG00000276442
MIR6791	ENSG00000283950
RNA5SP470	ENSG00000252272
MIR4296	ENSG00000264572
SNORA31	ENSG00000251802
RN7SL846P	ENSG00000242818
RN7SL843P	ENSG00000239547
RNU6-1305P	ENSG00000201223
SNORD27	ENSG00000275996
U3	ENSG00000212598
RNU6-622P	ENSG00000206999
RNU4-65P	ENSG00000222405
RN7SL192P	ENSG00000276757
RNA5SP428	ENSG00000201999
MIR4741	ENSG00000284331
Y_RNA	ENSG00000207021
ZNRD1-AS1_3	ENSG00000275133
MIR628	ENSG00000283891
U6	ENSG00000266870
MIR5583-1	ENSG00000266148
U4	ENSG00000278374
MIR5689	ENSG00000263705
MIR548AY	ENSG00000276147
Metazoa_SRP	ENSG00000273728
Metazoa_SRP	ENSG00000275355
Metazoa_SRP	ENSG00000277721
SNORD73A	ENSG00000208797
NRON	ENSG00000253079
snoU109	ENSG00000252640
SNORA71E	ENSG00000274309
SNORD116-19	ENSG00000207460
MIR6723	ENSG00000278791
RN7SKP181	ENSG00000223120
Y_RNA	ENSG00000201208
DLEU1_1	ENSG00000276089
RNA5SP443	ENSG00000275780
RNU6-1339P	ENSG00000200444
RNA5SP509	ENSG00000201447
MIR888	ENSG00000216005
MIR6511A3	ENSG00000276311
RNU6-175P	ENSG00000252705
RN7SL510P	ENSG00000266308
MIR3185	ENSG00000263602
MIR496	ENSG00000207961
RNU7-9P	ENSG00000238782
MIR4703	ENSG00000266611
MIR6726	ENSG00000278073
MIR4468	ENSG00000284028
MIR3664	ENSG00000263744
RNA5SP498	ENSG00000223274
MIR3687-2	ENSG00000264063
RN7SL831P	ENSG00000241992
RNU6-343P	ENSG00000201579
MIR3187	ENSG00000263414
RN7SL862P	ENSG00000242651
SNORA25	ENSG00000251744
MIR675	ENSG00000284010
RN7SKP218	ENSG00000222154
RN7SKP283	ENSG00000253006
Y_RNA	ENSG00000201134
RNU4-53P	ENSG00000222760
U3	ENSG00000277754
Y_RNA	ENSG00000207326
RN7SKP40	ENSG00000253020
RNU6-1087P	ENSG00000252411
ZNRD1-AS1_2	ENSG00000278397
SNORA19	ENSG00000251822
SNORA38	ENSG00000266004
SNORD117	ENSG00000263625
RNU4-52P	ENSG00000206936
RNU4-54P	ENSG00000252237
RN7SL116P	ENSG00000240474
RNA5SP194	ENSG00000201532
U6	ENSG00000262579
RNU7-85P	ENSG00000238884
RNU6-884P	ENSG00000200759
RN7SL656P	ENSG00000265411
SNORA70	ENSG00000253027
RN7SL430P	ENSG00000243911
MIR330	ENSG00000284544
SNORA81	ENSG00000253092
RN7SL555P	ENSG00000263905
U6	ENSG00000275752
RNA5SP329	ENSG00000202147
SNORD113	ENSG00000222095
MIR325	ENSG00000207995
MIR1267	ENSG00000221650
RNU1-15P	ENSG00000195024
MIR149	ENSG00000207611
MIR4796	ENSG00000264623
MIR3120	ENSG00000283152
MIR662	ENSG00000207579
MIR4710	ENSG00000265291
RNY1P8	ENSG00000206697
MIR139	ENSG00000272036
MIR517B	ENSG00000207837
MIR4679-2	ENSG00000265375
RNA5SP502	ENSG00000199564
hsa-mir-3119-1	ENSG00000263390
MIR6891	ENSG00000277402
MIR6825	ENSG00000275067
MIR522	ENSG00000283685
AC012314.1	ENSG00000273642
AC091304.7	ENSG00000274700
AC079848.1	ENSG00000250012
AC104458.1	ENSG00000272855
AC092813.1	ENSG00000225605
AL138876.1	ENSG00000228718
MYLK4	ENSG00000145949
FOXQ1	ENSG00000164379
AL445435.1	ENSG00000270585
AC012572.2	ENSG00000282433
RAB3GAP2	ENSG00000118873
SYCP3	ENSG00000139351
CLK1	ENSG00000013441
AC006449.9	ENSG00000282494
AL354983.1	ENSG00000213028
DOCK4	ENSG00000128512
AC016877.3	ENSG00000271930
HSPE1P26	ENSG00000220867
AL139161.2	ENSG00000237845
AP003355.2	ENSG00000272321
AC000372.1	ENSG00000241921
AC016556.1	ENSG00000251421
