,DrugBank ID,Drug Name,Drug Type,UniProt ID,Protein Names,Gene Symbol,Length
3392,DB00661,Verapamil,SmallMoleculeDrug,O60840,Voltage-dependent L-type calcium channel subunit alpha-1F,CACNA1F,1977.0
3393,DB00661,Verapamil,SmallMoleculeDrug,Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S,CACNA1S,1873.0
3394,DB00661,Verapamil,SmallMoleculeDrug,Q02641,Voltage-dependent L-type calcium channel subunit beta-1,CACNB1,598.0
3395,DB00661,Verapamil,SmallMoleculeDrug,Q08289,Voltage-dependent L-type calcium channel subunit beta-2,CACNB2,660.0
3396,DB00661,Verapamil,SmallMoleculeDrug,P54284,Voltage-dependent L-type calcium channel subunit beta-3,CACNB3,484.0
3397,DB00661,Verapamil,SmallMoleculeDrug,O00305,Voltage-dependent L-type calcium channel subunit beta-4,CACNB4,520.0
3398,DB00661,Verapamil,SmallMoleculeDrug,Q9P0X4,Voltage-dependent T-type calcium channel subunit alpha-1I,CACNA1I,2223.0
3399,DB00661,Verapamil,SmallMoleculeDrug,O43497,Voltage-dependent T-type calcium channel subunit alpha-1G,CACNA1G,2377.0
3400,DB00661,Verapamil,SmallMoleculeDrug,Q00975,Voltage-dependent N-type calcium channel subunit alpha-1B,CACNA1B,2339.0
3401,DB00661,Verapamil,SmallMoleculeDrug,O00555,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,CACNA1A,2505.0
3402,DB00661,Verapamil,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,KCNH2,1159.0
3403,DB00661,Verapamil,SmallMoleculeDrug,Q14524,Sodium channel protein type 5 subunit alpha,SCN5A,2016.0
3404,DB00661,Verapamil,SmallMoleculeDrug,Q14654,ATP-sensitive inward rectifier potassium channel 11,KCNJ11,390.0
3405,DB00661,Verapamil,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,SLC6A4,630.0
3406,DB00663,Flumethasone,SmallMoleculeDrug,P04150,Glucocorticoid receptor,NR3C1,777.0
3408,DB00665,Nilutamide,SmallMoleculeDrug,P10275,Androgen receptor,AR,920.0
3409,DB00666,Nafarelin,SmallMoleculeDrug,P30968,Gonadotropin-releasing hormone receptor,GNRHR,328.0
3410,DB00666,Nafarelin,SmallMoleculeDrug,Q96P88,Putative gonadotropin-releasing hormone II receptor,GNRHR2,292.0
3411,DB00668,Epinephrine,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor,ADRA1A,466.0
3412,DB00668,Epinephrine,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor,ADRA1B,520.0
3413,DB00668,Epinephrine,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor,ADRB1,477.0
3414,DB00668,Epinephrine,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor,ADRB2,413.0
3415,DB00668,Epinephrine,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor,ADRA2A,450.0
3416,DB00668,Epinephrine,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor,ADRA2B,450.0
3417,DB00668,Epinephrine,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor,ADRA1D,572.0
3418,DB00668,Epinephrine,SmallMoleculeDrug,P00439,Phenylalanine-4-hydroxylase,PAH,452.0
3419,DB00668,Epinephrine,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor,ADRA2C,462.0
3420,DB00668,Epinephrine,SmallMoleculeDrug,P13945,Beta-3 adrenergic receptor,ADRB3,408.0
3421,DB00668,Epinephrine,SmallMoleculeDrug,P01375,Tumor necrosis factor,TNF,233.0
3422,DB00669,Sumatriptan,SmallMoleculeDrug,P28221,5-hydroxytryptamine receptor 1D,HTR1D,377.0
3423,DB00669,Sumatriptan,SmallMoleculeDrug,P28222,5-hydroxytryptamine receptor 1B,HTR1B,390.0
3424,DB00669,Sumatriptan,SmallMoleculeDrug,P30939,5-hydroxytryptamine receptor 1F,HTR1F,366.0
3425,DB00669,Sumatriptan,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A,HTR1A,422.0
3426,DB00670,Pirenzepine,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1,CHRM1,460.0
3428,DB00672,Chlorpropamide,SmallMoleculeDrug,Q09428,ATP-binding cassette sub-family C member 8,ABCC8,1581.0
3429,DB00673,Aprepitant,SmallMoleculeDrug,P25103,Substance-P receptor,TACR1,407.0
3430,DB00674,Galantamine,SmallMoleculeDrug,P22303,Acetylcholinesterase,ACHE,614.0
3431,DB00674,Galantamine,SmallMoleculeDrug,P02708,Acetylcholine receptor subunit alpha,CHRNA1,482.0
3432,DB00674,Galantamine,SmallMoleculeDrug,P11230,Acetylcholine receptor subunit beta,CHRNB1,501.0
3433,DB00674,Galantamine,SmallMoleculeDrug,Q07001,Acetylcholine receptor subunit delta,CHRND,517.0
3434,DB00674,Galantamine,SmallMoleculeDrug,P07510,Acetylcholine receptor subunit gamma,CHRNG,517.0
3435,DB00674,Galantamine,SmallMoleculeDrug,Q04844,Acetylcholine receptor subunit epsilon,CHRNE,493.0
3436,DB00674,Galantamine,SmallMoleculeDrug,Q15822,Neuronal acetylcholine receptor subunit alpha-2,CHRNA2,529.0
3437,DB00674,Galantamine,SmallMoleculeDrug,P32297,Neuronal acetylcholine receptor subunit alpha-3,CHRNA3,505.0
3438,DB00674,Galantamine,SmallMoleculeDrug,P43681,Neuronal acetylcholine receptor subunit alpha-4,CHRNA4,627.0
3439,DB00674,Galantamine,SmallMoleculeDrug,P30532,Neuronal acetylcholine receptor subunit alpha-5,CHRNA5,468.0
3440,DB00674,Galantamine,SmallMoleculeDrug,Q15825,Neuronal acetylcholine receptor subunit alpha-6,CHRNA6,494.0
3441,DB00674,Galantamine,SmallMoleculeDrug,P36544,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7,502.0
3442,DB00674,Galantamine,SmallMoleculeDrug,Q9UGM1,Neuronal acetylcholine receptor subunit alpha-9,CHRNA9,479.0
3443,DB00674,Galantamine,SmallMoleculeDrug,Q9GZZ6,Neuronal acetylcholine receptor subunit alpha-10,CHRNA10,450.0
3444,DB00674,Galantamine,SmallMoleculeDrug,P17787,Neuronal acetylcholine receptor subunit beta-2,CHRNB2,502.0
3445,DB00674,Galantamine,SmallMoleculeDrug,Q05901,Neuronal acetylcholine receptor subunit beta-3,CHRNB3,458.0
3446,DB00674,Galantamine,SmallMoleculeDrug,P30926,Neuronal acetylcholine receptor subunit beta-4,CHRNB4,498.0
3447,DB00674,Galantamine,SmallMoleculeDrug,P06276,Cholinesterase,BCHE,602.0
3448,DB00675,Tamoxifen,SmallMoleculeDrug,P03372,Estrogen receptor,ESR1,595.0
3449,DB00675,Tamoxifen,SmallMoleculeDrug,Q92731,Estrogen receptor beta,ESR2,530.0
3450,DB00675,Tamoxifen,SmallMoleculeDrug,Q15125,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",EBP,230.0
3451,DB00675,Tamoxifen,SmallMoleculeDrug,P17252,Protein kinase C alpha type,PRKCA,672.0
3452,DB00675,Tamoxifen,SmallMoleculeDrug,P05771,Protein kinase C beta type,PRKCB,671.0
3453,DB00675,Tamoxifen,SmallMoleculeDrug,Q05655,Protein kinase C delta type,PRKCD,676.0
3454,DB00675,Tamoxifen,SmallMoleculeDrug,Q02156,Protein kinase C epsilon type,PRKCE,737.0
3455,DB00675,Tamoxifen,SmallMoleculeDrug,P05129,Protein kinase C gamma type,PRKCG,697.0
3456,DB00675,Tamoxifen,SmallMoleculeDrug,P41743,Protein kinase C iota type,PRKCI,596.0
3457,DB00675,Tamoxifen,SmallMoleculeDrug,Q04759,Protein kinase C theta type,PRKCQ,706.0
3458,DB00675,Tamoxifen,SmallMoleculeDrug,Q05513,Protein kinase C zeta type,PRKCZ,592.0
3459,DB00677,Isoflurophate,SmallMoleculeDrug,P22303,Acetylcholinesterase,ACHE,614.0
3460,DB00677,Isoflurophate,SmallMoleculeDrug,P06276,Cholinesterase,BCHE,602.0
3461,DB00678,Losartan,SmallMoleculeDrug,P30556,Type-1 angiotensin II receptor,AGTR1,359.0
3462,DB00679,Thioridazine,SmallMoleculeDrug,P14416,D(2) dopamine receptor,DRD2,443.0
3463,DB00679,Thioridazine,SmallMoleculeDrug,P21728,D(1A) dopamine receptor,DRD1,446.0
3464,DB00679,Thioridazine,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor,ADRA1A,466.0
3465,DB00679,Thioridazine,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor,ADRA1B,520.0
3466,DB00679,Thioridazine,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A,HTR2A,471.0
3467,DB00679,Thioridazine,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2,KCNH2,1159.0
3468,DB00680,Moricizine,SmallMoleculeDrug,Q14524,Sodium channel protein type 5 subunit alpha,SCN5A,2016.0
3469,DB00682,Warfarin,SmallMoleculeDrug,Q9BQB6,Vitamin K epoxide reductase complex subunit 1,VKORC1,163.0
3470,DB00683,Midazolam,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1,456.0
3471,DB00683,Midazolam,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2,GABRA2,451.0
3472,DB00683,Midazolam,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3,GABRA3,492.0
3473,DB00683,Midazolam,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,GABRA4,554.0
3474,DB00683,Midazolam,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GABRA5,462.0
3475,DB00683,Midazolam,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GABRB1,474.0
3476,DB00683,Midazolam,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GABRB3,473.0
3477,DB00683,Midazolam,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GABRB2,512.0
3478,DB00683,Midazolam,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6,GABRA6,453.0
3479,DB00683,Midazolam,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1,GABRG1,465.0
3480,DB00683,Midazolam,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2,GABRG2,467.0
3481,DB00683,Midazolam,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3,GABRG3,467.0
3482,DB00683,Midazolam,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta,GABRD,452.0
3483,DB00683,Midazolam,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GABRE,506.0
3484,DB00683,Midazolam,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi,GABRP,440.0
3485,DB00683,Midazolam,SmallMoleculeDrug,P24046,Gamma-aminobutyric acid receptor subunit rho-1,GABRR1,479.0
3486,DB00683,Midazolam,SmallMoleculeDrug,P28476,Gamma-aminobutyric acid receptor subunit rho-2,GABRR2,465.0
3487,DB00683,Midazolam,SmallMoleculeDrug,A8MPY1,Gamma-aminobutyric acid receptor subunit rho-3,GABRR3,467.0
3488,DB00683,Midazolam,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta,GABRQ,632.0
3492,DB00685,Trovafloxacin,SmallMoleculeDrug,P11388,DNA topoisomerase 2-alpha,TOP2A,1531.0
3493,DB00686,Pentosan Polysulfate,SmallMoleculeDrug,P09038,Fibroblast growth factor 2,FGF2,288.0
3494,DB00686,Pentosan Polysulfate,SmallMoleculeDrug,P05230,Fibroblast growth factor 1,FGF1,155.0
3495,DB00686,Pentosan Polysulfate,SmallMoleculeDrug,P08620,Fibroblast growth factor 4,FGF4,206.0
3496,DB00687,Fludrocortisone,SmallMoleculeDrug,P08235,Mineralocorticoid receptor,NR3C2,984.0
3497,DB00687,Fludrocortisone,SmallMoleculeDrug,P04150,Glucocorticoid receptor,NR3C1,777.0
3498,DB00687,Fludrocortisone,SmallMoleculeDrug,P10275,Androgen receptor,AR,920.0
3499,DB00688,Mycophenolate mofetil,SmallMoleculeDrug,P20839,Inosine-5'-monophosphate dehydrogenase 1,IMPDH1,514.0
3500,DB00688,Mycophenolate mofetil,SmallMoleculeDrug,P12268,Inosine-5'-monophosphate dehydrogenase 2,IMPDH2,514.0
3502,DB00690,Flurazepam,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1,456.0
3503,DB00690,Flurazepam,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2,GABRA2,451.0
3504,DB00690,Flurazepam,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3,GABRA3,492.0
3505,DB00690,Flurazepam,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,GABRA4,554.0
3506,DB00690,Flurazepam,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,GABRA5,462.0
3507,DB00690,Flurazepam,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6,GABRA6,453.0
3508,DB00690,Flurazepam,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GABRB1,474.0
3509,DB00690,Flurazepam,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GABRB2,512.0
3510,DB00690,Flurazepam,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GABRB3,473.0
3511,DB00690,Flurazepam,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1,GABRG1,465.0
3512,DB00690,Flurazepam,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2,GABRG2,467.0
3513,DB00690,Flurazepam,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3,GABRG3,467.0
3514,DB00690,Flurazepam,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta,GABRD,452.0
3515,DB00690,Flurazepam,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GABRE,506.0
3516,DB00690,Flurazepam,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi,GABRP,440.0
3517,DB00690,Flurazepam,SmallMoleculeDrug,P24046,Gamma-aminobutyric acid receptor subunit rho-1,GABRR1,479.0
3518,DB00690,Flurazepam,SmallMoleculeDrug,P28476,Gamma-aminobutyric acid receptor subunit rho-2,GABRR2,465.0
3519,DB00690,Flurazepam,SmallMoleculeDrug,A8MPY1,Gamma-aminobutyric acid receptor subunit rho-3,GABRR3,467.0
3520,DB00690,Flurazepam,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta,GABRQ,632.0
3521,DB00691,Moexipril,SmallMoleculeDrug,P12821,Angiotensin-converting enzyme,ACE,1306.0
3522,DB00691,Moexipril,SmallMoleculeDrug,Q9BYF1,Angiotensin-converting enzyme 2,ACE2,805.0
3523,DB00692,Phentolamine,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor,ADRA2A,450.0
3524,DB00692,Phentolamine,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor,ADRA1A,466.0
3525,DB00693,Fluorescein,SmallMoleculeDrug,P06310,Ig kappa chain V-II region RPMI 6410,IGKV2-30,120.0
3526,DB00694,Daunorubicin,SmallMoleculeDrug,P11388,DNA topoisomerase 2-alpha,TOP2A,1531.0
3527,DB00694,Daunorubicin,SmallMoleculeDrug,Q02880,DNA topoisomerase 2-beta,TOP2B,1626.0
3528,DB00695,Furosemide,SmallMoleculeDrug,Q13621,Solute carrier family 12 member 1,SLC12A1,1099.0
3529,DB00695,Furosemide,SmallMoleculeDrug,P00918,Carbonic anhydrase 2,CA2,260.0
3530,DB00696,Ergotamine,SmallMoleculeDrug,P28221,5-hydroxytryptamine receptor 1D,HTR1D,377.0
3531,DB00696,Ergotamine,SmallMoleculeDrug,P28222,5-hydroxytryptamine receptor 1B,HTR1B,390.0
3532,DB00696,Ergotamine,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A,HTR2A,471.0
3533,DB00696,Ergotamine,SmallMoleculeDrug,P14416,D(2) dopamine receptor,DRD2,443.0
3534,DB00696,Ergotamine,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor,ADRA1A,466.0
3535,DB00696,Ergotamine,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor,ADRA1B,520.0
3536,DB00696,Ergotamine,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor,ADRA1D,572.0
3537,DB00696,Ergotamine,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor,ADRA2A,450.0
3538,DB00696,Ergotamine,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor,ADRA2B,450.0
3539,DB00696,Ergotamine,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter,SLC6A2,617.0
3540,DB00696,Ergotamine,SmallMoleculeDrug,P21728,D(1A) dopamine receptor,DRD1,446.0
3541,DB00696,Ergotamine,SmallMoleculeDrug,P21918,D(1B) dopamine receptor,DRD5,477.0
3542,DB00696,Ergotamine,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A,HTR1A,422.0
3543,DB00696,Ergotamine,SmallMoleculeDrug,P30939,5-hydroxytryptamine receptor 1F,HTR1F,366.0
3544,DB00696,Ergotamine,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C,HTR2C,458.0
3545,DB00697,Tizanidine,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor,ADRA2A,450.0
3546,DB00697,Tizanidine,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor,ADRA2B,450.0
3547,DB00697,Tizanidine,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor,ADRA2C,462.0
3548,DB00697,Tizanidine,SmallMoleculeDrug,Q9Y2I1,Nischarin,NISCH,1504.0
3552,DB00699,Nicergoline,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor,ADRA1A,466.0
3553,DB00700,Eplerenone,SmallMoleculeDrug,P08235,Mineralocorticoid receptor,NR3C2,984.0
3555,DB00703,Methazolamide,SmallMoleculeDrug,P00915,Carbonic anhydrase 1,CA1,261.0
3556,DB00703,Methazolamide,SmallMoleculeDrug,P00918,Carbonic anhydrase 2,CA2,260.0
3557,DB00703,Methazolamide,SmallMoleculeDrug,P22748,Carbonic anhydrase 4,CA4,312.0
3558,DB00703,Methazolamide,SmallMoleculeDrug,P43166,Carbonic anhydrase 7,CA7,264.0
3559,DB00704,Naltrexone,SmallMoleculeDrug,P41143,Delta-type opioid receptor,OPRD1,372.0
3560,DB00704,Naltrexone,SmallMoleculeDrug,P35372,Mu-type opioid receptor,OPRM1,400.0
3561,DB00704,Naltrexone,SmallMoleculeDrug,P41145,Kappa-type opioid receptor,OPRK1,380.0
3562,DB00704,Naltrexone,SmallMoleculeDrug,Q5T1J1,"HCG20471, isoform CRA_c",SIGMAR1,134.0
3564,DB00706,Tamsulosin,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor,ADRA1A,466.0
3565,DB00706,Tamsulosin,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor,ADRA1D,572.0
3566,DB00706,Tamsulosin,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor,ADRA1B,520.0
3567,DB00707,Porfimer,SmallMoleculeDrug,P01130,Low-density lipoprotein receptor,LDLR,860.0
3568,DB00707,Porfimer,SmallMoleculeDrug,P12314,High affinity immunoglobulin gamma Fc receptor I,FCGR1A,374.0
3569,DB00708,Sufentanil,SmallMoleculeDrug,P35372,Mu-type opioid receptor,OPRM1,400.0
3570,DB00708,Sufentanil,SmallMoleculeDrug,P41143,Delta-type opioid receptor,OPRD1,372.0
3571,DB00708,Sufentanil,SmallMoleculeDrug,P41145,Kappa-type opioid receptor,OPRK1,380.0
3574,DB00710,Ibandronate,SmallMoleculeDrug,P14324,Farnesyl pyrophosphate synthase,FDPS,419.0
3575,DB00711,Diethylcarbamazine,SmallMoleculeDrug,P09917,Arachidonate 5-lipoxygenase,ALOX5,674.0
3576,DB00711,Diethylcarbamazine,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,PTGS1,599.0
3577,DB00712,Flurbiprofen,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1,PTGS1,599.0
3578,DB00712,Flurbiprofen,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2,PTGS2,604.0
3585,DB00713,Oxacillin,SmallMoleculeDrug,P46059,Solute carrier family 15 member 1,SLC15A1,708.0
3587,DB00713,Oxacillin,SmallMoleculeDrug,Q16348,Solute carrier family 15 member 2,SLC15A2,729.0
3588,DB00714,Apomorphine,SmallMoleculeDrug,P35462,D(3) dopamine receptor,DRD3,400.0
3589,DB00714,Apomorphine,SmallMoleculeDrug,P21917,D(4) dopamine receptor,DRD4,467.0
3590,DB00714,Apomorphine,SmallMoleculeDrug,P14416,D(2) dopamine receptor,DRD2,443.0
3591,DB00714,Apomorphine,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor,ADRA2C,462.0
3592,DB00714,Apomorphine,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor,ADRA2B,450.0
3593,DB00714,Apomorphine,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C,HTR2C,458.0
3594,DB00714,Apomorphine,SmallMoleculeDrug,P21918,D(1B) dopamine receptor,DRD5,477.0
3595,DB00714,Apomorphine,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A,HTR1A,422.0
3596,DB00714,Apomorphine,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A,HTR2A,471.0
3597,DB00714,Apomorphine,SmallMoleculeDrug,P41595,5-hydroxytryptamine receptor 2B,HTR2B,481.0
3598,DB00714,Apomorphine,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor,ADRA2A,450.0
3599,DB00714,Apomorphine,SmallMoleculeDrug,P21728,D(1A) dopamine receptor,DRD1,446.0
3600,DB00714,Apomorphine,SmallMoleculeDrug,P28221,5-hydroxytryptamine receptor 1D,HTR1D,377.0
3601,DB00714,Apomorphine,SmallMoleculeDrug,P28222,5-hydroxytryptamine receptor 1B,HTR1B,390.0
3602,DB00714,Apomorphine,SmallMoleculeDrug,Q9NYX4,Neuron-specific vesicular protein calcyon,CALY,217.0
3603,DB00715,Paroxetine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter,SLC6A4,630.0
3604,DB00715,Paroxetine,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter,SLC6A2,617.0
3605,DB00715,Paroxetine,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A,HTR2A,471.0
3606,DB00715,Paroxetine,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1,CHRM1,460.0
3607,DB00715,Paroxetine,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2,CHRM2,466.0
3608,DB00715,Paroxetine,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3,CHRM3,590.0
3609,DB00715,Paroxetine,SmallMoleculeDrug,P08173,Muscarinic acetylcholine receptor M4,CHRM4,479.0
3610,DB00715,Paroxetine,SmallMoleculeDrug,P08912,Muscarinic acetylcholine receptor M5,CHRM5,532.0
3611,DB00716,Nedocromil,SmallMoleculeDrug,Q9Y271,Cysteinyl leukotriene receptor 1,CYSLTR1,337.0
3612,DB00716,Nedocromil,SmallMoleculeDrug,Q9NS75,Cysteinyl leukotriene receptor 2,CYSLTR2,346.0
3613,DB00716,Nedocromil,SmallMoleculeDrug,P21462,fMet-Leu-Phe receptor,FPR1,350.0
3614,DB00716,Nedocromil,SmallMoleculeDrug,Q13258,Prostaglandin D2 receptor,PTGDR,359.0
3615,DB00716,Nedocromil,SmallMoleculeDrug,P07900,Heat shock protein HSP 90-alpha,HSP90AA1,732.0
3616,DB00717,Norethisterone,SmallMoleculeDrug,P06401,Progesterone receptor,PGR,933.0
3618,DB00719,Azatadine,SmallMoleculeDrug,P35367,Histamine H1 receptor,HRH1,487.0
3619,DB00720,Clodronate,SmallMoleculeDrug,P12235,ADP/ATP translocase 1,SLC25A4,298.0
3620,DB00720,Clodronate,SmallMoleculeDrug,P05141,ADP/ATP translocase 2,SLC25A5,298.0
3621,DB00720,Clodronate,SmallMoleculeDrug,P12236,ADP/ATP translocase 3,SLC25A6,298.0
3622,DB00721,Procaine,SmallMoleculeDrug,Q9Y5Y9,Sodium channel protein type 10 subunit alpha,SCN10A,1956.0
3623,DB00721,Procaine,SmallMoleculeDrug,Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A",GRIN3A,1115.0
3624,DB00721,Procaine,SmallMoleculeDrug,P46098,5-hydroxytryptamine receptor 3A,HTR3A,478.0
3625,DB00721,Procaine,SmallMoleculeDrug,Q01959,Sodium-dependent dopamine transporter,SLC6A3,620.0
3626,DB00721,Procaine,SmallMoleculeDrug,Q15822,Neuronal acetylcholine receptor subunit alpha-2,CHRNA2,529.0
3627,DB00721,Procaine,SmallMoleculeDrug,Q12791,Calcium-activated potassium channel subunit alpha-1,KCNMA1,1236.0
3628,DB00721,Procaine,SmallMoleculeDrug,Q16558,Calcium-activated potassium channel subunit beta-1,KCNMB1,191.0
3629,DB00721,Procaine,SmallMoleculeDrug,Q9Y691,Calcium-activated potassium channel subunit beta-2,KCNMB2,235.0
3630,DB00721,Procaine,SmallMoleculeDrug,Q9NPA1,Calcium-activated potassium channel subunit beta-3,KCNMB3,279.0
3631,DB00721,Procaine,SmallMoleculeDrug,Q86W47,Calcium-activated potassium channel subunit beta-4,KCNMB4,210.0
3632,DB00721,Procaine,SmallMoleculeDrug,O15554,Intermediate conductance calcium-activated potassium channel protein 4,KCNN4,427.0
3633,DB00721,Procaine,SmallMoleculeDrug,Q92952,Small conductance calcium-activated potassium channel protein 1,KCNN1,543.0
3634,DB00721,Procaine,SmallMoleculeDrug,Q9H2S1,Small conductance calcium-activated potassium channel protein 2,KCNN2,579.0
3635,DB00721,Procaine,SmallMoleculeDrug,Q9UGI6,Small conductance calcium-activated potassium channel protein 3,KCNN3,736.0
3636,DB00721,Procaine,SmallMoleculeDrug,P21397,Amine oxidase [flavin-containing] A,MAOA,527.0
